order_detail_id,order_id,product_id,quantity
1247,O03645,P001,5
1248,O00085,P007,6
1249,O00985,P016,9
1250,O00974,P007,9
1251,O00002,P001,8
1252,O03764,P004,7
1253,O03563,P018,2
1254,O03957,P018,7
1255,O03440,P011,8
1256,O02760,P003,1
1257,O03414,P011,10
1258,O02328,P030,2
1259,O00998,P020,6
1260,O00735,P005,6
1261,O00099,P018,4
1262,O02177,P001,5
1263,O00713,P007,10
1264,O03480,P006,2
1265,O04287,P016,1
1266,O02040,P015,2
1267,O02725,P030,5
1268,O01346,P011,10
1269,O03226,P014,4
1270,O03162,P018,1
1271,O00509,P026,8
1272,O04072,P018,9
1273,O01385,P005,9
1274,O03323,P014,4
1275,O01418,P012,9
1276,O03195,P006,1
1277,O04462,P017,1
1278,O03284,P016,8
1279,O04484,P006,10
1280,O03612,P006,10
1281,O00199,P004,8
1282,O01326,P005,1
1283,O00805,P016,5
1284,O04551,P005,9
1285,O04226,P008,7
1286,O01420,P022,4
1287,O03660,P012,8
1288,O01276,P018,1
1289,O00363,P017,6
1290,O03503,P029,6
1291,O01586,P017,2
1292,O04238,P009,2
1293,O03392,P003,7
1294,O03072,P025,4
1295,O04992,P008,1
1296,O04671,P028,5
1297,O04305,P024,2
1298,O04352,P026,5
1299,O01504,P030,6
1300,O04597,P011,3
1301,O03596,P003,4
1302,O04764,P010,1
1303,O00061,P017,5
1304,O01313,P010,10
1305,O01313,P014,2
1306,O04191,P001,6
1307,O04018,P008,6
1308,O00811,P009,4
1309,O04801,P021,7
1310,O01616,P016,6
1311,O04764,P007,6
1312,O01257,P030,6
1313,O01453,P017,3
1314,O01124,P027,6
1315,O03118,P012,10
1316,O02272,P018,8
1317,O01116,P030,4
1318,O02646,P007,8
1319,O03701,P001,3
1320,O00382,P027,6
1321,O04088,P025,6
1322,O00243,P025,7
1323,O02222,P003,9
1324,O02370,P017,8
1325,O03181,P019,10
1326,O02674,P008,2
1327,O00406,P030,6
1328,O00413,P010,7
1329,O02758,P024,9
1330,O04119,P012,5
1331,O00657,P022,2
1332,O01842,P022,10
1333,O04391,P010,7
1334,O00568,P005,10
1335,O00191,P012,6
1336,O03176,P026,8
1337,O04253,P003,10
1338,O04293,P004,5
1339,O02349,P024,6
1340,O02912,P005,7
1341,O01854,P028,7
1342,O00988,P005,4
1343,O00935,P016,5
1344,O02535,P015,4
1345,O01130,P015,2
1346,O04745,P007,5
1347,O01753,P029,8
1348,O01135,P022,3
1349,O01657,P007,6
1350,O04443,P003,8
1351,O01181,P029,8
1352,O04231,P009,5
1353,O01449,P008,4
1354,O02439,P022,7
1355,O03024,P008,2
1356,O04226,P019,3
1357,O00649,P009,10
1358,O02401,P016,1
1359,O04105,P021,8
1360,O02596,P027,2
1361,O04047,P015,1
1362,O01087,P002,2
1363,O00986,P029,4
1364,O00213,P011,7
1365,O04978,P020,10
1366,O02642,P029,6
1367,O00841,P009,4
1368,O02222,P029,2
1369,O02731,P028,1
1370,O01463,P030,9
1371,O04159,P026,2
1372,O03764,P009,6
1373,O04172,P008,4
1374,O03992,P015,10
1375,O01977,P020,1
1376,O01892,P007,1
1377,O03464,P018,1
1378,O04180,P005,1
1379,O03706,P017,7
1380,O01163,P029,1
1381,O02367,P021,3
1382,O03402,P030,8
1383,O01071,P010,4
1384,O00748,P015,2
1385,O02241,P013,4
1386,O00762,P001,10
1387,O03210,P017,9
1388,O03208,P003,2
1389,O03056,P028,9
1390,O04704,P012,8
1391,O04049,P027,2
1392,O02190,P004,1
1393,O02618,P021,4
1394,O01310,P024,1
1395,O03486,P019,1
1396,O01168,P030,7
1397,O03550,P028,3
1398,O01916,P005,8
1399,O04504,P018,8
1400,O02385,P005,8
1401,O04710,P013,4
1402,O01038,P021,3
1403,O02456,P017,9
1404,O04009,P019,3
1405,O01967,P002,1
1406,O02173,P025,6
1407,O03861,P014,5
1408,O00685,P005,5
1409,O00977,P030,5
1410,O00383,P006,8
1411,O01463,P014,10
1412,O01526,P023,3
1413,O02828,P030,5
1414,O00983,P002,6
1415,O00374,P009,3
1416,O01295,P009,9
1417,O00095,P022,8
1418,O00018,P002,10
1419,O02553,P021,2
1420,O01775,P011,7
1421,O01041,P009,4
1422,O01082,P030,7
1423,O03831,P029,4
1424,O02301,P028,8
1425,O02361,P013,2
1426,O00108,P024,1
1427,O03737,P021,2
1428,O04461,P030,2
1429,O02311,P001,10
1430,O00402,P016,3
1431,O02879,P012,1
1432,O04665,P030,2
1433,O04331,P029,7
1434,O03207,P030,7
1435,O04975,P021,7
1436,O00869,P024,7
1437,O00280,P022,6
1438,O00792,P003,2
1439,O00120,P013,9
1440,O04448,P022,4
1441,O00087,P007,2
1442,O00096,P022,7
1443,O04782,P027,4
1444,O01088,P010,2
1445,O02394,P008,1
1446,O04759,P017,8
1447,O00457,P025,6
1448,O02507,P019,5
1449,O00305,P029,5
1450,O02101,P029,8
1451,O03458,P020,4
1452,O03864,P026,6
1453,O03375,P024,4
1454,O00118,P010,3
1455,O02789,P025,6
1456,O01124,P008,5
1457,O01218,P028,1
1458,O01296,P013,4
1459,O01427,P020,7
1460,O04863,P021,2
1461,O03953,P029,2
1462,O03410,P005,8
1463,O01655,P017,6
1464,O02815,P018,10
1465,O03370,P002,6
1466,O03691,P019,7
1467,O01666,P009,4
1468,O01586,P028,6
1469,O00844,P028,10
1470,O04509,P023,3
1471,O01998,P029,8
1472,O04442,P014,2
1473,O03869,P017,8
1474,O03934,P026,8
1475,O02556,P003,4
1476,O02928,P019,6
1477,O01196,P016,8
1478,O04179,P020,7
1479,O03248,P030,7
1480,O03712,P013,4
1481,O01878,P011,5
1482,O01452,P013,1
1483,O03316,P009,6
1484,O03176,P019,9
1485,O02409,P017,5
1486,O02673,P004,7
1487,O04303,P015,1
1488,O01364,P009,2
1489,O02972,P016,9
1490,O01274,P002,1
1491,O01425,P003,4
1492,O01899,P025,1
1493,O00167,P029,4
1494,O04613,P004,1
1495,O02579,P001,3
1496,O00046,P004,6
1497,O02450,P009,5
1498,O02024,P026,5
1499,O03908,P015,5
1500,O03665,P030,6
1501,O01135,P019,3
1502,O04010,P023,4
1503,O01950,P008,3
1504,O04790,P001,1
1505,O04778,P014,7
1506,O03564,P022,1
1507,O03521,P013,1
1508,O00761,P013,5
1509,O03254,P005,9
1510,O04549,P021,1
1511,O01126,P005,7
1512,O02040,P021,10
1513,O03174,P005,1
1514,O02599,P013,7
1515,O04711,P016,9
1516,O00644,P010,2
1517,O04286,P026,2
1518,O00312,P025,7
1519,O00962,P012,1
1520,O01663,P026,6
1521,O04254,P014,10
1522,O00072,P021,1
1523,O04535,P001,3
1524,O03455,P029,5
1525,O02383,P010,1
1526,O01633,P006,7
1527,O02411,P022,4
1528,O02772,P015,5
1529,O00094,P024,1
1530,O00226,P017,5
1531,O02959,P029,8
1532,O01864,P026,9
1533,O02029,P010,9
1534,O02467,P008,8
1535,O01326,P009,4
1536,O01993,P025,1
1537,O03494,P029,5
1538,O01887,P016,7
1539,O00401,P025,6
1540,O02656,P002,3
1541,O00417,P015,6
1542,O00051,P022,7
1543,O04281,P021,2
1544,O01914,P026,3
1545,O02212,P030,8
1546,O03307,P024,6
1547,O01387,P005,6
1548,O02313,P008,4
1549,O04233,P025,3
1550,O00983,P026,1
1551,O01636,P014,7
1552,O02780,P013,3
1553,O03125,P006,8
1554,O03164,P004,8
1555,O00884,P030,8
1556,O04287,P006,9
1557,O04875,P001,10
1558,O00610,P016,3
1559,O02921,P029,7
1560,O01442,P018,2
1561,O04464,P016,6
1562,O03783,P005,5
1563,O04595,P015,8
1564,O04941,P003,2
1565,O04379,P003,6
1566,O01203,P002,10
1567,O00421,P003,6
1568,O04131,P012,2
1569,O03353,P018,2
1570,O00962,P026,10
1571,O03842,P004,5
1572,O01630,P030,5
1573,O04499,P011,2
1574,O00286,P019,6
1575,O03529,P006,4
1576,O01842,P029,3
1577,O00748,P012,8
1578,O00008,P019,10
1579,O04416,P027,8
1580,O03111,P024,9
1581,O02422,P026,6
1582,O03159,P001,1
1583,O00106,P028,1
1584,O04518,P003,1
1585,O00217,P003,6
1586,O01523,P014,10
1587,O04900,P002,9
1588,O03999,P001,6
1589,O02704,P014,3
1590,O01809,P001,7
1591,O01820,P028,9
1592,O02972,P014,4
1593,O03648,P002,6
1594,O01674,P004,8
1595,O02297,P023,10
1596,O01629,P002,5
1597,O02464,P010,2
1598,O00215,P011,7
1599,O02575,P028,4
1600,O02894,P016,8
1601,O04008,P015,6
1602,O00670,P004,6
1603,O01168,P018,9
1604,O03231,P013,9
1605,O04739,P005,4
1606,O00244,P005,8
1607,O03969,P026,3
1608,O02749,P006,8
1609,O02375,P028,8
1610,O00502,P003,7
1611,O00877,P027,7
1612,O03609,P026,8
1613,O02327,P017,8
1614,O01770,P002,1
1615,O03080,P012,4
1616,O00263,P014,1
1617,O03858,P003,7
1618,O02156,P022,8
1619,O04063,P005,1
1620,O04658,P023,6
1621,O01528,P017,9
1622,O00377,P012,5
1623,O01894,P016,4
1624,O04209,P019,4
1625,O02500,P024,2
1626,O04454,P013,2
1627,O03432,P013,8
1628,O01036,P030,3
1629,O01318,P023,5
1630,O03452,P012,3
1631,O03079,P024,7
1632,O04657,P005,4
1633,O03512,P004,4
1634,O02748,P025,3
1635,O02073,P005,5
1636,O03846,P003,3
1637,O04782,P001,6
1638,O04726,P005,3
1639,O02284,P008,2
1640,O03301,P011,6
1641,O01831,P021,3
1642,O00419,P022,8
1643,O01185,P028,1
1644,O00941,P005,4
1645,O04895,P007,8
1646,O04842,P026,10
1647,O00841,P011,1
1648,O00641,P027,8
1649,O00179,P020,5
1650,O02688,P027,7
1651,O03459,P023,6
1652,O00361,P004,8
1653,O04754,P009,3
1654,O04041,P008,6
1655,O02152,P011,1
1656,O03715,P012,10
1657,O02716,P028,7
1658,O03510,P001,4
1659,O04912,P009,4
1660,O03800,P015,9
1661,O00211,P016,10
1662,O00350,P021,4
1663,O03173,P012,2
1664,O04343,P006,1
1665,O00357,P025,10
1666,O02600,P025,3
1667,O00306,P002,6
1668,O04262,P022,6
1669,O00342,P025,8
1670,O01061,P026,10
1671,O01264,P010,2
1672,O02585,P011,7
1673,O04138,P023,10
1674,O02655,P007,10
1675,O00621,P005,8
1676,O00717,P002,4
1677,O03739,P029,6
1678,O01490,P021,4
1679,O01604,P019,1
1680,O00166,P029,2
1681,O02713,P025,1
1682,O00982,P009,1
1683,O00575,P017,1
1684,O01623,P004,2
1685,O03683,P006,5
1686,O03336,P030,8
1687,O00811,P013,4
1688,O00375,P021,4
1689,O04564,P021,9
1690,O00669,P025,9
1691,O00991,P024,1
1692,O03849,P026,6
1693,O04498,P004,4
1694,O00639,P002,3
1695,O03049,P018,3
1696,O04550,P030,4
1697,O00266,P004,10
1698,O02738,P029,6
1699,O04480,P007,7
1700,O00282,P023,10
1701,O01922,P023,7
1702,O02353,P018,2
1703,O03347,P003,7
1704,O01201,P008,1
1705,O01022,P020,4
1706,O00547,P002,8
1707,O02270,P029,7
1708,O00899,P009,3
1709,O03984,P018,1
1710,O00971,P026,3
1711,O03954,P025,5
1712,O02844,P028,6
1713,O00900,P029,7
1714,O03282,P025,4
1715,O04459,P025,8
1716,O02207,P030,10
1717,O00606,P024,5
1718,O03480,P005,3
1719,O00659,P010,5
1720,O02208,P011,4
1721,O03651,P005,4
1722,O02353,P004,3
1723,O01789,P009,10
1724,O00565,P002,1
1725,O03682,P022,2
1726,O00893,P020,6
1727,O00944,P003,4
1728,O01404,P018,2
1729,O04241,P027,4
1730,O00173,P027,9
1731,O02267,P023,2
1732,O01556,P027,5
1733,O02754,P004,8
1734,O01659,P007,10
1735,O04537,P009,3
1736,O01462,P022,7
1737,O00170,P021,8
1738,O01628,P006,5
1739,O04550,P020,3
1740,O04442,P018,3
1741,O01287,P018,10
1742,O03186,P016,3
1743,O01116,P027,6
1744,O03492,P025,6
1745,O03088,P025,2
1746,O03615,P028,7
1747,O01710,P002,6
1748,O03992,P019,9
1749,O03046,P019,10
1750,O00369,P028,4
1751,O01459,P017,1
1752,O04406,P010,8
1753,O02549,P015,10
1754,O04283,P015,10
1755,O02558,P023,3
1756,O03643,P018,5
1757,O01112,P023,5
1758,O03068,P002,9
1759,O00722,P018,5
1760,O01207,P030,7
1761,O03695,P015,8
1762,O01091,P004,1
1763,O03880,P024,8
1764,O03613,P008,6
1765,O01449,P021,1
1766,O00416,P025,9
1767,O04514,P008,2
1768,O04732,P011,4
1769,O01549,P023,8
1770,O01733,P022,1
1771,O03927,P002,5
1772,O02027,P018,8
1773,O04646,P026,7
1774,O01587,P005,3
1775,O00282,P021,2
1776,O01084,P001,7
1777,O00352,P018,8
1778,O01792,P013,1
1779,O04606,P016,6
1780,O04344,P026,10
1781,O01406,P005,10
1782,O00696,P004,2
1783,O04209,P030,5
1784,O02701,P030,6
1785,O04396,P012,6
1786,O02004,P023,6
1787,O03234,P025,5
1788,O04553,P011,6
1789,O03899,P009,8
1790,O00360,P009,6
1791,O03540,P020,8
1792,O00105,P002,3
1793,O00087,P017,7
1794,O00967,P011,9
1795,O01372,P013,9
1796,O01038,P010,5
1797,O00562,P017,5
1798,O02812,P020,7
1799,O03010,P007,9
1800,O04853,P017,4
1801,O01051,P002,3
1802,O00722,P020,9
1803,O00241,P022,1
1804,O00987,P006,8
1805,O03617,P020,6
1806,O04212,P028,10
1807,O03178,P006,8
1808,O00870,P008,6
1809,O04065,P030,10
1810,O01985,P004,9
1811,O03691,P028,9
1812,O04869,P021,10
1813,O01121,P030,4
1814,O01461,P003,7
1815,O04978,P006,6
1816,O02390,P019,3
1817,O01706,P024,2
1818,O02848,P005,3
1819,O04897,P027,7
1820,O02154,P003,8
1821,O04718,P005,4
1822,O04387,P015,5
1823,O00424,P012,5
1824,O03558,P005,3
1825,O04829,P019,1
1826,O01322,P002,10
1827,O02340,P027,5
1828,O02303,P005,3
1829,O01621,P016,7
1830,O03081,P018,1
1831,O01480,P021,5
1832,O01943,P003,7
1833,O03475,P003,8
1834,O01352,P013,6
1835,O00656,P016,2
1836,O01861,P027,4
1837,O02098,P025,7
1838,O04849,P008,2
1839,O00979,P010,10
1840,O01775,P013,9
1841,O02204,P021,7
1842,O03773,P006,7
1843,O02467,P017,4
1844,O01437,P001,2
1845,O01419,P015,6
1846,O04398,P020,10
1847,O00102,P029,2
1848,O04389,P029,2
1849,O04522,P017,3
1850,O00809,P021,4
1851,O00785,P017,4
1852,O01986,P005,1
1853,O03713,P025,7
1854,O02062,P028,9
1855,O02908,P030,10
1856,O00440,P020,1
1857,O00343,P007,10
1858,O00008,P004,3
1859,O04282,P022,10
1860,O01294,P008,2
1861,O03377,P002,7
1862,O00527,P008,3
1863,O01479,P030,5
1864,O03218,P016,3
1865,O03613,P021,7
1866,O03819,P012,1
1867,O02564,P030,3
1868,O04084,P011,7
1869,O01528,P010,10
1870,O02812,P007,3
1871,O03512,P027,2
1872,O02285,P020,7
1873,O02912,P019,2
1874,O01860,P025,4
1875,O01592,P027,10
1876,O03316,P030,1
1877,O00395,P011,8
1878,O03133,P028,5
1879,O02959,P027,10
1880,O01429,P023,8
1881,O03999,P009,3
1882,O00361,P022,9
1883,O03517,P022,1
1884,O02332,P013,4
1885,O00713,P011,4
1886,O03816,P020,10
1887,O02326,P008,1
1888,O01139,P004,7
1889,O03759,P017,1
1890,O00436,P010,9
1891,O04872,P022,8
1892,O03817,P020,8
1893,O01295,P027,7
1894,O04381,P029,10
1895,O04985,P024,2
1896,O02393,P006,2
1897,O01712,P017,4
1898,O02650,P009,10
1899,O04659,P030,7
1900,O01675,P022,4
1901,O03132,P029,8
1902,O01681,P002,8
1903,O00767,P015,10
1904,O00852,P023,6
1905,O04175,P019,9
1906,O00946,P006,10
1907,O00360,P010,8
1908,O03715,P027,10
1909,O03109,P020,5
1910,O02880,P002,7
1911,O00309,P023,6
1912,O04726,P012,8
1913,O02672,P008,4
1914,O04933,P015,4
1915,O04031,P005,6
1916,O01487,P001,5
1917,O03678,P016,4
1918,O01192,P022,5
1919,O01060,P018,5
1920,O04999,P008,5
1921,O01341,P014,9
1922,O02562,P017,5
1923,O02363,P013,2
1924,O04546,P017,8
1925,O00691,P012,7
1926,O03690,P028,8
1927,O04524,P001,8
1928,O04325,P004,7
1929,O02643,P008,7
1930,O02793,P007,7
1931,O03054,P005,1
1932,O04422,P014,2
1933,O02015,P030,1
1934,O01547,P027,1
1935,O01577,P010,9
1936,O03145,P030,6
1937,O01617,P001,7
1938,O03158,P014,10
1939,O04878,P019,7
1940,O04598,P018,6
1941,O04456,P003,1
1942,O02190,P006,3
1943,O04556,P007,3
1944,O01092,P004,5
1945,O01427,P020,2
1946,O01321,P016,9
1947,O04235,P021,8
1948,O03787,P030,2
1949,O01254,P009,8
1950,O04338,P005,8
1951,O04258,P007,10
1952,O04228,P007,4
1953,O04719,P017,4
1954,O04335,P009,3
1955,O01660,P012,10
1956,O00415,P023,5
1957,O02000,P024,9
1958,O01364,P030,3
1959,O04552,P020,5
1960,O00824,P005,1
1961,O00590,P021,2
1962,O04017,P026,10
1963,O01876,P027,5
1964,O00144,P016,6
1965,O04710,P030,6
1966,O00921,P025,2
1967,O03849,P013,9
1968,O01271,P021,8
1969,O00882,P010,4
1970,O01075,P017,2
1971,O01386,P010,5
1972,O00792,P022,2
1973,O00099,P029,4
1974,O03358,P019,1
1975,O01342,P010,3
1976,O02891,P030,3
1977,O01792,P009,4
1978,O04077,P026,2
1979,O03622,P008,2
1980,O04881,P019,10
1981,O01045,P008,2
1982,O04705,P015,9
1983,O04600,P015,2
1984,O04732,P003,7
1985,O00868,P027,2
1986,O03749,P005,3
1987,O04031,P011,8
1988,O02227,P018,10
1989,O02492,P009,5
1990,O03982,P020,7
1991,O02504,P019,4
1992,O03383,P023,10
1993,O01288,P007,3
1994,O02913,P014,3
1995,O03776,P014,10
1996,O03869,P007,6
1997,O03344,P014,3
1998,O00708,P027,6
1999,O02424,P004,1
2000,O04379,P023,5
2001,O04174,P026,3
2002,O03518,P007,8
2003,O01351,P028,4
2004,O02664,P002,7
2005,O00878,P009,7
2006,O01535,P012,2
2007,O02389,P020,9
2008,O05000,P004,1
2009,O00203,P005,10
2010,O03944,P003,8
2011,O01857,P016,3
2012,O00496,P004,3
2013,O04013,P015,3
2014,O04276,P026,4
2015,O01648,P029,8
2016,O01824,P013,5
2017,O01302,P023,7
2018,O03491,P030,3
2019,O04073,P013,3
2020,O03982,P003,6
2021,O01711,P014,5
2022,O01264,P030,1
2023,O01294,P010,4
2024,O01865,P018,4
2025,O04039,P011,8
2026,O00617,P012,2
2027,O02226,P024,9
2028,O04426,P007,6
2029,O01010,P013,5
2030,O01510,P004,2
2031,O03615,P027,8
2032,O01600,P012,9
2033,O02251,P026,3
2034,O00115,P022,9
2035,O01541,P027,7
2036,O03448,P018,8
2037,O01305,P009,2
2038,O03083,P003,3
2039,O02043,P002,9
2040,O01917,P007,10
2041,O02822,P007,5
2042,O00128,P024,7
2043,O01437,P018,9
2044,O04966,P013,5
2045,O00196,P005,9
2046,O02203,P006,9
2047,O01368,P025,3
2048,O00907,P013,4
2049,O04313,P028,2
2050,O01578,P023,3
2051,O00863,P005,2
2052,O03426,P025,2
2053,O00561,P004,10
2054,O00673,P009,6
2055,O00961,P011,9
2056,O03444,P009,6
2057,O03511,P022,4
2058,O00659,P027,9
2059,O02362,P009,5
2060,O02701,P012,8
2061,O03804,P002,7
2062,O01098,P002,4
2063,O00394,P017,5
2064,O01101,P017,3
2065,O04345,P009,8
2066,O04908,P028,9
2067,O02684,P025,3
2068,O02701,P014,10
2069,O03643,P009,3
2070,O01663,P018,5
2071,O03699,P024,5
2072,O00021,P007,4
2073,O03807,P027,5
2074,O03589,P017,7
2075,O01358,P030,4
2076,O02026,P025,8
2077,O00297,P022,9
2078,O02432,P024,6
2079,O04772,P023,9
2080,O03192,P008,5
2081,O00021,P030,2
2082,O03483,P016,1
2083,O03311,P026,8
2084,O04574,P020,4
2085,O01231,P023,4
2086,O04721,P022,6
2087,O03673,P020,9
2088,O00845,P002,4
2089,O03090,P001,9
2090,O04423,P019,8
2091,O01003,P008,4
2092,O04116,P017,4
2093,O02158,P009,10
2094,O04478,P012,8
2095,O03541,P017,6
2096,O04937,P019,6
2097,O04842,P001,3
2098,O03275,P011,3
2099,O04068,P014,8
2100,O03440,P008,7
2101,O03849,P014,8
2102,O05000,P020,4
2103,O02124,P001,9
2104,O04795,P008,9
2105,O00939,P028,3
2106,O04887,P013,10
2107,O00441,P025,5
2108,O04403,P019,2
2109,O00834,P002,8
2110,O02329,P029,1
2111,O02298,P018,7
2112,O04780,P002,1
2113,O01742,P024,9
2114,O03725,P009,8
2115,O04407,P011,2
2116,O02469,P006,4
2117,O01308,P023,1
2118,O04119,P021,8
2119,O00912,P018,4
2120,O00634,P026,8
2121,O01537,P015,3
2122,O00889,P008,8
2123,O01104,P009,6
2124,O04604,P009,9
2125,O01808,P023,7
2126,O02975,P029,8
2127,O04832,P020,7
2128,O00631,P019,10
2129,O00212,P017,7
2130,O02722,P030,2
2131,O03674,P011,4
2132,O03215,P028,3
2133,O00609,P008,6
2134,O04573,P006,5
2135,O01170,P003,4
2136,O02671,P022,1
2137,O01575,P028,8
2138,O04724,P021,5
2139,O02337,P010,3
2140,O04430,P017,6
2141,O01533,P003,2
2142,O03693,P016,5
2143,O00069,P018,9
2144,O01400,P025,5
2145,O03026,P014,9
2146,O00928,P020,2
2147,O04746,P015,6
2148,O01190,P025,7
2149,O04890,P009,3
2150,O00940,P029,7
2151,O04269,P016,6
2152,O03086,P014,10
2153,O01966,P013,4
2154,O03487,P027,6
2155,O04996,P004,9
2156,O04498,P016,8
2157,O02268,P023,7
2158,O02049,P018,7
2159,O02338,P019,2
2160,O00585,P004,7
2161,O00509,P026,7
2162,O00379,P013,3
2163,O02467,P014,10
2164,O00782,P030,8
2165,O03580,P012,3
2166,O04441,P015,3
2167,O02366,P028,3
2168,O02752,P027,8
2169,O03868,P015,8
2170,O04627,P013,3
2171,O03841,P015,9
2172,O02321,P019,9
2173,O02057,P019,2
2174,O03191,P026,9
2175,O01497,P013,9
2176,O04089,P003,3
2177,O02741,P026,3
2178,O00434,P012,5
2179,O01386,P015,4
2180,O01202,P017,10
2181,O04513,P022,9
2182,O01134,P010,7
2183,O01722,P030,1
2184,O01772,P026,9
2185,O02779,P016,4
2186,O02076,P001,6
2187,O02309,P002,10
2188,O03278,P024,1
2189,O00189,P006,8
2190,O00981,P008,10
2191,O00095,P007,5
2192,O02561,P006,2
2193,O03214,P026,5
2194,O04925,P012,5
2195,O03900,P020,3
2196,O01509,P020,4
2197,O04145,P003,3
2198,O04573,P023,2
2199,O03543,P018,6
2200,O03910,P027,8
2201,O02296,P022,6
2202,O00106,P006,9
2203,O01626,P024,2
2204,O01812,P023,7
2205,O02126,P023,6
2206,O01911,P009,10
2207,O04566,P001,2
2208,O04642,P015,6
2209,O01839,P007,1
2210,O04505,P001,2
2211,O04994,P008,6
2212,O02801,P023,1
2213,O01678,P010,10
2214,O04072,P006,10
2215,O03018,P006,10
2216,O02870,P021,10
2217,O01095,P030,5
2218,O03910,P009,5
2219,O04799,P019,6
2220,O00392,P002,10
2221,O02103,P014,1
2222,O01450,P016,6
2223,O01696,P028,3
2224,O02121,P005,6
2225,O04058,P029,10
2226,O01155,P019,1
2227,O00585,P019,8
2228,O01618,P025,6
2229,O02017,P010,4
2230,O00164,P021,9
2231,O04009,P004,6
2232,O04208,P007,9
2233,O04288,P017,1
2234,O00858,P002,3
2235,O04559,P021,5
2236,O03776,P028,7
2237,O03825,P013,10
2238,O04756,P005,3
2239,O04100,P009,4
2240,O04246,P030,6
2241,O04771,P008,2
2242,O01715,P019,7
2243,O01400,P027,7
2244,O03514,P019,8
2245,O03630,P002,7
2246,O00211,P017,7
2247,O04026,P002,6
2248,O00406,P008,1
2249,O02757,P007,10
2250,O04784,P017,7
2251,O02372,P015,8
2252,O02001,P009,9
2253,O02436,P009,7
2254,O00911,P022,2
2255,O00812,P005,3
2256,O04606,P006,8
2257,O01095,P005,6
2258,O01878,P014,3
2259,O04225,P021,2
2260,O03297,P028,8
2261,O02243,P004,10
2262,O03673,P024,10
2263,O04429,P027,2
2264,O01856,P020,9
2265,O01146,P022,2
2266,O01189,P019,3
2267,O04651,P019,1
2268,O04966,P015,3
2269,O04736,P005,7
2270,O03820,P029,7
2271,O04650,P005,7
2272,O02766,P023,2
2273,O03349,P003,2
2274,O01671,P029,3
2275,O04930,P009,1
2276,O02746,P021,1
2277,O00483,P015,7
2278,O01749,P008,3
2279,O01727,P002,3
2280,O02060,P017,7
2281,O01344,P008,10
2282,O04489,P007,2
2283,O01055,P026,5
2284,O02952,P023,4
2285,O00140,P026,2
2286,O00589,P001,7
2287,O00840,P014,10
2288,O01713,P022,1
2289,O00131,P006,1
2290,O02946,P013,10
2291,O04244,P021,4
2292,O00165,P010,2
2293,O04122,P015,10
2294,O04162,P002,6
2295,O01179,P018,3
2296,O00723,P029,2
2297,O00517,P009,5
2298,O04617,P014,4
2299,O02774,P011,5
2300,O03620,P001,6
2301,O01659,P027,5
2302,O02337,P023,2
2303,O03540,P010,7
2304,O01598,P020,10
2305,O01671,P009,5
2306,O01079,P002,10
2307,O04809,P015,8
2308,O02174,P002,1
2309,O01897,P014,1
2310,O02266,P006,4
2311,O04434,P019,1
2312,O04379,P009,2
2313,O00480,P020,3
2314,O04598,P030,3
2315,O04754,P006,6
2316,O02965,P024,8
2317,O00650,P012,4
2318,O02278,P012,8
2319,O02551,P023,9
2320,O00841,P012,5
2321,O04113,P015,8
2322,O04596,P009,6
2323,O01714,P004,2
2324,O02650,P016,2
2325,O04187,P022,4
2326,O00306,P015,10
2327,O00601,P017,10
2328,O04589,P014,5
2329,O02541,P021,7
2330,O00887,P022,9
2331,O03919,P011,9
2332,O02725,P026,1
2333,O04676,P015,4
2334,O03318,P007,7
2335,O03218,P013,10
2336,O02936,P010,9
2337,O00133,P015,1
2338,O04551,P022,2
2339,O02677,P025,10
2340,O01907,P015,1
2341,O02440,P006,1
2342,O02684,P022,7
2343,O04781,P013,4
2344,O04069,P021,9
2345,O01547,P029,10
2346,O02074,P011,10
2347,O01148,P014,8
2348,O02399,P005,4
2349,O03684,P018,7
2350,O04130,P003,8
2351,O01692,P016,1
2352,O02899,P008,2
2353,O04469,P012,9
2354,O03689,P004,10
2355,O02076,P022,2
2356,O02277,P027,10
2357,O00564,P006,8
2358,O03040,P030,5
2359,O01109,P022,1
2360,O01805,P016,10
2361,O02396,P002,8
2362,O01821,P018,8
2363,O01860,P023,2
2364,O00131,P004,3
2365,O03429,P013,6
2366,O00218,P005,10
2367,O00633,P009,3
2368,O04174,P018,2
2369,O02031,P021,1
2370,O04752,P010,6
2371,O02966,P019,4
2372,O03036,P004,4
2373,O01075,P006,8
2374,O04675,P019,8
2375,O00797,P001,8
2376,O04203,P022,6
2377,O03668,P006,2
2378,O04653,P017,6
2379,O02856,P015,8
2380,O02335,P014,3
2381,O00888,P011,9
2382,O04758,P010,1
2383,O04674,P014,8
2384,O03019,P019,10
2385,O03304,P005,5
2386,O04089,P020,10
2387,O04745,P001,5
2388,O01562,P008,6
2389,O04205,P028,7
2390,O02829,P005,5
2391,O01300,P009,9
2392,O04785,P024,10
2393,O00171,P004,8
2394,O02810,P001,9
2395,O02374,P027,10
2396,O04716,P008,6
2397,O02146,P016,4
2398,O04570,P014,3
2399,O02289,P012,10
2400,O03295,P003,9
2401,O01118,P020,9
2402,O01007,P021,10
2403,O00299,P018,3
2404,O03699,P029,5
2405,O01296,P016,1
2406,O00746,P027,8
2407,O00623,P022,3
2408,O01910,P024,7
2409,O04255,P025,4
2410,O00939,P026,9
2411,O01673,P027,6
