order_id,order_date,customer_id,payment_method
O00696,22/10/2024,C0272,Mobile Banking
O00697,02/01/2024,C1454,Mobile Banking
O00698,06/01/2024,C1115,Mobile Banking
O00699,12/05/2024,C1391,Card
O00700,22/07/2024,C0966,Cash
O00701,17/03/2024,C1273,Cash
O00702,28/03/2024,C0560,Cash
O00703,04/07/2024,C0631,Card
O00704,03/07/2024,C0234,Card
O00705,07/04/2024,C0201,Card
O00706,04/01/2024,C1277,Mobile Banking
O00707,12/02/2024,C0632,Mobile Banking
O00708,01/09/2024,C1274,Mobile Banking
O00709,07/10/2024,C0036,Cash
O00710,20/02/2024,C0803,Mobile Banking
O00711,13/03/2024,C0486,Cash
O00712,16/10/2024,C1132,Cash
O00713,05/03/2024,C1090,Cash
O00714,13/12/2024,C1204,Mobile Banking
O00715,31/01/2024,C0857,Card
O00716,17/09/2024,C0606,Card
O00717,01/01/2024,C0062,Mobile Banking
O00718,16/01/2024,C0436,Cash
O00719,02/01/2024,C0036,Cash
O00720,10/07/2024,C0842,Card
O00721,05/07/2024,C0265,Cash
O00722,09/05/2024,C0444,Card
O00723,29/12/2024,C1161,Card
O00724,03/08/2024,C0995,Mobile Banking
O00725,03/03/2024,C0841,Cash
O00726,09/11/2024,C0186,Mobile Banking
O00727,29/09/2024,C0443,Cash
O00728,12/06/2024,C1305,Card
O00729,15/12/2024,C1234,Cash
O00730,09/10/2024,C0990,Mobile Banking
O00731,29/08/2024,C1122,Cash
O00732,05/12/2024,C0601,Card
O00733,28/10/2024,C1053,Card
O00734,24/02/2024,C0369,Mobile Banking
O00735,07/11/2024,C0186,Mobile Banking
O00736,26/05/2024,C1277,Cash
O00737,06/03/2024,C1303,Mobile Banking
O00738,05/01/2024,C0632,Mobile Banking
O00739,05/11/2024,C0897,Card
O00740,09/01/2024,C1390,Mobile Banking
O00741,20/02/2024,C0959,Cash
O00742,05/03/2024,C0637,Mobile Banking
O00743,28/09/2024,C1392,Mobile Banking
O00744,13/08/2024,C1418,Card
O00745,17/01/2024,C1245,Card
O00746,16/04/2024,C0934,Mobile Banking
O00747,03/05/2024,C0860,Mobile Banking
O00748,02/08/2024,C0961,Mobile Banking
O00749,22/02/2024,C1349,Card
O00750,24/04/2024,C0115,Card
O00751,20/07/2024,C0472,Card
O00752,06/10/2024,C0496,Mobile Banking
O00753,24/03/2024,C1147,Mobile Banking
O00754,12/04/2024,C0354,Card
O00755,22/01/2024,C1341,Cash
O00756,11/02/2024,C0906,Mobile Banking
O00757,12/03/2024,C0091,Mobile Banking
O00758,04/03/2024,C1313,Mobile Banking
O00759,26/01/2024,C0682,Card
O00760,08/01/2024,C0983,Cash
O00761,15/03/2024,C0503,Mobile Banking
O00762,22/01/2024,C0293,Card
O00763,09/10/2024,C0049,Mobile Banking
O00764,21/04/2024,C0772,Card
O00765,10/09/2024,C1497,Cash
O00766,15/06/2024,C0040,Cash
O00767,15/06/2024,C0574,Card
O00768,24/01/2024,C0880,Mobile Banking
O00769,19/01/2024,C0588,Cash
O00770,25/12/2024,C0947,Card
O00771,07/01/2024,C0108,Mobile Banking
O00772,18/03/2024,C0775,Card
O00773,16/06/2024,C0308,Card
O00774,27/11/2024,C0457,Card
O00775,18/05/2024,C0952,Mobile Banking
O00776,19/12/2024,C0808,Mobile Banking
O00777,28/06/2024,C0954,Cash
O00778,14/10/2024,C0009,Cash
O00779,08/12/2024,C1303,Mobile Banking
O00780,21/02/2024,C1286,Mobile Banking
O00781,22/01/2024,C0250,Cash
O00782,21/04/2024,C0661,Cash
O00783,26/12/2024,C0990,Mobile Banking
O00784,12/12/2024,C0339,Mobile Banking
O00785,27/03/2024,C1289,Card
O00786,25/09/2024,C0385,Card
O00787,26/04/2024,C1210,Card
O00788,22/03/2024,C1033,Cash
O00789,24/07/2024,C1292,Cash
O00790,13/06/2024,C1478,Cash
O00791,20/04/2024,C0821,Card
O00792,23/03/2024,C1500,Card
O00793,14/03/2024,C0272,Card
O00794,18/03/2024,C1239,Cash
O00795,29/07/2024,C1079,Cash
O00796,05/05/2024,C0246,Mobile Banking
O00797,30/03/2024,C0570,Mobile Banking
O00798,25/08/2024,C0646,Card
O00799,25/03/2024,C0372,Card
O00800,03/02/2024,C0363,Mobile Banking
O00801,24/03/2024,C1149,Mobile Banking
O00802,15/08/2024,C0426,Mobile Banking
O00803,14/05/2024,C0858,Cash
O00804,12/11/2024,C0836,Mobile Banking
O00805,12/11/2024,C0172,Mobile Banking
O00806,09/05/2024,C0177,Card
O00807,23/08/2024,C1080,Mobile Banking
O00808,07/04/2024,C0101,Card
O00809,09/10/2024,C0535,Card
O00810,11/11/2024,C0667,Card
O00811,21/03/2024,C1174,Card
O00812,10/01/2024,C1039,Card
O00813,15/02/2024,C0510,Card
O00814,12/08/2024,C0646,Card
O00815,20/08/2024,C1072,Card
O00816,11/04/2024,C0582,Cash
O00817,24/05/2024,C1407,Cash
O00818,30/11/2024,C0921,Cash
O00819,26/04/2024,C0929,Card
O00820,29/01/2024,C1422,Cash
O00821,22/10/2024,C1089,Card
O00822,08/11/2024,C0868,Mobile Banking
O00823,21/06/2024,C0824,Cash
O00824,05/01/2024,C1210,Cash
O00825,14/05/2024,C0257,Cash
O00826,12/06/2024,C0792,Cash
O00827,25/09/2024,C0108,Mobile Banking
O00828,05/02/2024,C0513,Mobile Banking
O00829,09/10/2024,C0778,Cash
O00830,03/10/2024,C0803,Mobile Banking
O00831,15/03/2024,C0131,Mobile Banking
O00832,03/11/2024,C1154,Mobile Banking
O00833,18/07/2024,C0375,Cash
O00834,16/02/2024,C0738,Card
O00835,28/01/2024,C0144,Mobile Banking
O00836,02/09/2024,C0038,Mobile Banking
O00837,24/01/2024,C0882,Mobile Banking
O00838,22/09/2024,C0345,Cash
O00839,16/01/2024,C0821,Cash
O00840,29/03/2024,C0858,Cash
O00841,25/09/2024,C1370,Mobile Banking
O00842,21/07/2024,C0352,Card
O00843,21/08/2024,C0293,Cash
O00844,24/07/2024,C0778,Mobile Banking
O00845,28/05/2024,C0630,Card
O00846,06/11/2024,C1112,Mobile Banking
O00847,30/04/2024,C0775,Mobile Banking
O00848,30/08/2024,C1410,Mobile Banking
O00849,07/02/2024,C1441,Card
O00850,24/06/2024,C0229,Mobile Banking
O00851,19/01/2024,C0958,Cash
O00852,08/06/2024,C1092,Cash
O00853,13/08/2024,C0390,Card
O00854,28/02/2024,C0530,Mobile Banking
O00855,10/02/2024,C1216,Cash
O00856,30/08/2024,C1075,Cash
O00857,28/05/2024,C1046,Card
O00858,13/06/2024,C0903,Cash
O00859,06/07/2024,C1175,Cash
O00860,06/06/2024,C0141,Card
O00861,08/11/2024,C0757,Cash
O00862,23/10/2024,C0542,Cash
O00863,16/01/2024,C0525,Mobile Banking
O00864,10/03/2024,C0607,Cash
O00865,01/05/2024,C1355,Mobile Banking
O00866,21/07/2024,C0423,Mobile Banking
O00867,25/02/2024,C0341,Cash
O00868,12/08/2024,C1166,Mobile Banking
O00869,07/02/2024,C1010,Cash
O00870,27/06/2024,C0678,Card
O00871,29/09/2024,C1308,Card
O00872,08/05/2024,C0309,Cash
O00873,11/02/2024,C0544,Cash
O00874,23/08/2024,C0220,Mobile Banking
O00875,05/11/2024,C0363,Card
O00876,19/07/2024,C0771,Mobile Banking
O00877,23/02/2024,C1221,Cash
O00878,19/10/2024,C0708,Cash
O00879,02/02/2024,C0856,Card
O00880,17/09/2024,C1213,Cash
O00881,24/02/2024,C1461,Mobile Banking
O00882,30/01/2024,C0042,Mobile Banking
O00883,30/07/2024,C0082,Cash
O00884,24/10/2024,C1446,Card
O00885,25/12/2024,C0386,Mobile Banking
O00886,25/09/2024,C1165,Mobile Banking
O00887,08/05/2024,C0953,Cash
O00888,24/07/2024,C0829,Cash
O00889,20/08/2024,C0075,Cash
O00890,11/02/2024,C0344,Mobile Banking
O00891,19/11/2024,C0115,Mobile Banking
O00892,27/02/2024,C0530,Mobile Banking
O00893,26/09/2024,C1447,Mobile Banking
O00894,16/05/2024,C0606,Mobile Banking
O00895,12/08/2024,C0948,Mobile Banking
O00896,20/09/2024,C0731,Mobile Banking
O00897,11/01/2024,C0618,Mobile Banking
O00898,17/07/2024,C0554,Cash
O00899,09/02/2024,C0275,Mobile Banking
O00900,27/12/2024,C0944,Cash
O00901,23/01/2024,C1272,Cash
O00902,11/01/2024,C0500,Mobile Banking
O00903,11/09/2024,C0704,Mobile Banking
O00904,25/01/2024,C0135,Cash
O00905,29/08/2024,C0838,Mobile Banking
O00906,13/04/2024,C1136,Mobile Banking
O00907,24/09/2024,C1002,Mobile Banking
O00908,27/09/2024,C0878,Mobile Banking
O00909,06/02/2024,C1232,Card
O00910,22/12/2024,C1223,Mobile Banking
O00911,17/10/2024,C0035,Cash
O00912,27/06/2024,C0186,Card
O00913,30/03/2024,C0735,Mobile Banking
O00914,15/03/2024,C1174,Mobile Banking
O00915,17/05/2024,C0507,Mobile Banking
O00916,01/04/2024,C1174,Card
O00917,13/04/2024,C0378,Cash
O00918,09/08/2024,C1128,Cash
O00919,27/04/2024,C1436,Mobile Banking
O00920,01/11/2024,C0658,Card
O00921,21/10/2024,C0723,Cash
O00922,04/04/2024,C0149,Cash
O00923,22/07/2024,C1258,Card
O00924,12/01/2024,C1196,Card
O00925,14/12/2024,C0612,Cash
O00926,10/11/2024,C0420,Cash
O00927,10/03/2024,C0497,Mobile Banking
O00928,13/11/2024,C1392,Cash
O00929,03/03/2024,C1443,Card
O00930,30/11/2024,C0021,Cash
O00931,31/08/2024,C0670,Mobile Banking
O00932,02/03/2024,C0306,Cash
O00933,07/04/2024,C0649,Mobile Banking
O00934,01/11/2024,C0720,Cash
O00935,20/11/2024,C0772,Cash
O00936,09/03/2024,C0209,Card
O00937,05/07/2024,C0196,Card
O00938,14/02/2024,C0645,Cash
O00939,20/12/2024,C0949,Cash
O00940,25/01/2024,C0890,Mobile Banking
O00941,15/01/2024,C1265,Cash
O00942,19/12/2024,C0724,Card
O00943,09/10/2024,C0148,Cash
O00944,15/05/2024,C0081,Card
O00945,30/07/2024,C0713,Card
O00946,03/11/2024,C1144,Cash
O00947,11/10/2024,C1073,Card
O00948,11/07/2024,C0879,Cash
O00949,22/03/2024,C1100,Cash
O00950,23/10/2024,C0124,Mobile Banking
O00951,04/04/2024,C0276,Mobile Banking
O00952,24/01/2024,C0501,Cash
O00953,11/05/2024,C1314,Mobile Banking
O00954,11/11/2024,C0613,Cash
O00955,31/08/2024,C0368,Mobile Banking
O00956,23/02/2024,C1110,Card
O00957,17/08/2024,C0803,Cash
O00958,21/10/2024,C0889,Card
O00959,20/05/2024,C0938,Mobile Banking
O00960,29/12/2024,C0671,Card
O00961,19/02/2024,C0028,Card
O00962,25/07/2024,C0317,Mobile Banking
O00963,06/06/2024,C1230,Mobile Banking
O00964,27/12/2024,C0653,Card
O00965,03/06/2024,C1132,Cash
O00966,28/05/2024,C0052,Cash
O00967,28/07/2024,C0484,Mobile Banking
O00968,16/04/2024,C0901,Card
O00969,15/03/2024,C0607,Cash
O00970,15/02/2024,C1370,Cash
O00971,25/05/2024,C1442,Mobile Banking
O00972,15/02/2024,C0405,Mobile Banking
O00973,28/03/2024,C0819,Mobile Banking
O00974,09/06/2024,C0805,Cash
O00975,20/12/2024,C1326,Card
O00976,22/08/2024,C0557,Card
O00977,08/06/2024,C0896,Cash
O00978,04/12/2024,C0034,Card
O00979,20/04/2024,C0205,Mobile Banking
O00980,07/08/2024,C0717,Cash
O00981,06/04/2024,C1033,Card
O00982,26/09/2024,C0016,Mobile Banking
O00983,29/06/2024,C0205,Card
O00984,02/12/2024,C1461,Cash
O00985,17/03/2024,C1046,Cash
O00986,14/06/2024,C0744,Cash
O00987,07/01/2024,C0826,Card
O00988,27/10/2024,C0555,Mobile Banking
O00989,15/09/2024,C0460,Cash
O00990,13/05/2024,C0646,Card
O00991,10/10/2024,C0799,Cash
O00992,07/09/2024,C0981,Mobile Banking
O00993,25/05/2024,C0942,Card
O00994,01/11/2024,C0762,Cash
O00995,08/01/2024,C0946,Cash
O00996,20/03/2024,C0816,Card
O00997,25/06/2024,C0180,Mobile Banking
O00998,08/02/2024,C0898,Cash
O00999,22/04/2024,C0869,Cash
O01000,23/11/2024,C0884,Card
O01001,20/06/2024,C1373,Cash
O01002,01/07/2024,C0866,Cash
O01003,05/12/2024,C0238,Cash
O01004,04/06/2024,C1354,Card
O01005,11/07/2024,C0026,Cash
O01006,26/11/2024,C1347,Mobile Banking
O01007,14/08/2024,C0726,Cash
O01008,12/11/2024,C0526,Cash
O01009,04/05/2024,C0040,Cash
O01010,26/10/2024,C0104,Mobile Banking
O01011,03/09/2024,C1080,Mobile Banking
O01012,18/06/2024,C0684,Cash
O01013,28/06/2024,C0860,Card
O01014,20/08/2024,C0896,Mobile Banking
O01015,28/08/2024,C0780,Cash
O01016,18/06/2024,C0389,Cash
O01017,30/04/2024,C1089,Mobile Banking
O01018,07/11/2024,C0710,Card
O01019,30/09/2024,C0093,Cash
O01020,12/07/2024,C0231,Cash
O01021,09/03/2024,C0495,Cash
O01022,09/02/2024,C0346,Cash
O01023,18/08/2024,C1411,Cash
O01024,20/07/2024,C0706,Cash
O01025,23/10/2024,C1171,Mobile Banking
O01026,23/05/2024,C0919,Card
O01027,15/04/2024,C0894,Mobile Banking
O01028,28/11/2024,C1063,Card
O01029,05/11/2024,C0742,Cash
O01030,06/07/2024,C1026,Cash
O01031,14/08/2024,C1292,Mobile Banking
O01032,08/03/2024,C0757,Card
O01033,12/03/2024,C1447,Cash
O01034,09/04/2024,C0835,Card
O01035,20/06/2024,C1352,Cash
O01036,07/11/2024,C0187,Mobile Banking
O01037,22/10/2024,C0994,Card
O01038,15/08/2024,C0961,Cash
O01039,28/11/2024,C0533,Card
O01040,28/12/2024,C0081,Mobile Banking
O01041,21/01/2024,C0814,Cash
O01042,07/04/2024,C0607,Cash
O01043,15/01/2024,C0009,Mobile Banking
O01044,03/06/2024,C1078,Card
O01045,23/12/2024,C0072,Cash
O01046,27/09/2024,C0565,Mobile Banking
O01047,11/05/2024,C0336,Mobile Banking
O01048,24/11/2024,C1405,Mobile Banking
O01049,02/09/2024,C0837,Mobile Banking
O01050,28/05/2024,C1148,Mobile Banking
O01051,10/11/2024,C0516,Card
O01052,07/03/2024,C0808,Mobile Banking
O01053,18/04/2024,C1413,Card
O01054,25/11/2024,C1290,Mobile Banking
O01055,10/08/2024,C1025,Card
O01056,21/03/2024,C0596,Cash
O01057,05/10/2024,C1256,Mobile Banking
O01058,06/10/2024,C1008,Cash
O01059,24/10/2024,C1352,Cash
O01060,01/07/2024,C0914,Cash
O01061,30/07/2024,C1004,Cash
O01062,21/01/2024,C1194,Card
O01063,23/07/2024,C1295,Cash
O01064,06/12/2024,C1071,Mobile Banking
O01065,01/10/2024,C0622,Card
O01066,10/04/2024,C0636,Mobile Banking
O01067,29/08/2024,C0287,Cash
O01068,12/08/2024,C0468,Cash
O01069,15/03/2024,C1327,Card
O01070,05/02/2024,C1131,Card
O01071,26/06/2024,C0208,Mobile Banking
O01072,10/06/2024,C0625,Mobile Banking
O01073,21/12/2024,C0282,Card
O01074,06/11/2024,C0341,Mobile Banking
O01075,01/06/2024,C1243,Card
O01076,04/02/2024,C0315,Card
O01077,24/07/2024,C0612,Mobile Banking
O01078,29/10/2024,C0756,Cash
O01079,15/07/2024,C0826,Cash
O01080,05/01/2024,C1452,Mobile Banking
O01081,19/10/2024,C0830,Card
O01082,02/02/2024,C0460,Card
O01083,07/06/2024,C0218,Cash
O01084,28/08/2024,C0922,Cash
O01085,22/08/2024,C1479,Cash
O01086,27/04/2024,C0094,Card
O01087,19/01/2024,C1379,Card
O01088,22/03/2024,C0590,Cash
O01089,14/02/2024,C0877,Mobile Banking
O01090,05/07/2024,C0855,Card
O01091,30/03/2024,C0859,Cash
O01092,31/07/2024,C0001,Mobile Banking
O01093,05/01/2024,C0277,Card
O01094,13/09/2024,C0794,Cash
O01095,28/05/2024,C0180,Mobile Banking
O01096,05/09/2024,C1356,Card
O01097,07/05/2024,C1448,Card
O01098,19/05/2024,C0657,Mobile Banking
O01099,02/05/2024,C1386,Cash
O01100,31/08/2024,C1449,Card
O01101,04/09/2024,C0259,Mobile Banking
O01102,07/08/2024,C1231,Cash
O01103,23/05/2024,C0145,Cash
O01104,07/03/2024,C0090,Card
O01105,20/01/2024,C0112,Mobile Banking
O01106,25/02/2024,C1054,Cash
O01107,20/01/2024,C0237,Cash
O01108,17/12/2024,C0069,Mobile Banking
O01109,02/05/2024,C0475,Mobile Banking
O01110,02/11/2024,C1116,Mobile Banking
O01111,19/06/2024,C0132,Cash
O01112,29/05/2024,C0621,Cash
O01113,15/10/2024,C1027,Card
O01114,18/03/2024,C0839,Card
O01115,15/12/2024,C0681,Cash
O01116,04/02/2024,C0183,Mobile Banking
O01117,23/01/2024,C0271,Mobile Banking
O01118,07/11/2024,C1169,Mobile Banking
O01119,10/04/2024,C0404,Cash
O01120,30/04/2024,C1371,Cash
O01121,24/06/2024,C0171,Mobile Banking
O01122,29/09/2024,C0618,Cash
O01123,14/06/2024,C0775,Mobile Banking
O01124,14/02/2024,C0711,Cash
O01125,22/02/2024,C1208,Mobile Banking
O01126,31/10/2024,C1103,Mobile Banking
O01127,06/06/2024,C0125,Card
O01128,27/07/2024,C0541,Card
O01129,15/11/2024,C0842,Cash
O01130,16/03/2024,C0527,Mobile Banking
O01131,19/10/2024,C0315,Card
O01132,25/10/2024,C1089,Cash
O01133,28/06/2024,C1181,Mobile Banking
O01134,18/04/2024,C1434,Cash
O01135,23/02/2024,C0704,Card
O01136,09/07/2024,C0171,Card
O01137,26/12/2024,C0982,Mobile Banking
O01138,21/09/2024,C0560,Mobile Banking
O01139,10/01/2024,C0461,Card
O01140,21/08/2024,C0924,Cash
O01141,07/06/2024,C0648,Card
O01142,08/07/2024,C0859,Mobile Banking
O01143,25/06/2024,C0861,Cash
O01144,12/08/2024,C1090,Mobile Banking
O01145,16/03/2024,C1270,Cash
O01146,20/06/2024,C0289,Cash
O01147,12/05/2024,C0985,Cash
O01148,25/12/2024,C1141,Card
O01149,15/01/2024,C1457,Cash
O01150,25/06/2024,C0830,Cash
O01151,20/04/2024,C1325,Mobile Banking
O01152,06/01/2024,C0843,Card
O01153,01/03/2024,C1130,Mobile Banking
O01154,05/12/2024,C0243,Cash
O01155,21/08/2024,C0395,Mobile Banking
O01156,22/06/2024,C0086,Mobile Banking
O01157,15/02/2024,C0749,Card
O01158,10/01/2024,C1045,Card
O01159,11/02/2024,C1223,Card
O01160,12/08/2024,C0018,Cash
O01161,20/03/2024,C0463,Card
O01162,01/06/2024,C0334,Cash
O01163,16/04/2024,C0054,Mobile Banking
O01164,09/10/2024,C0150,Cash
O01165,19/05/2024,C0092,Cash
O01166,01/06/2024,C0713,Mobile Banking
O01167,29/12/2024,C0839,Mobile Banking
O01168,07/04/2024,C1174,Card
O01169,02/12/2024,C0198,Mobile Banking
O01170,28/06/2024,C0730,Cash
O01171,18/05/2024,C0363,Card
O01172,18/10/2024,C1438,Mobile Banking
O01173,25/01/2024,C0280,Card
O01174,03/06/2024,C0135,Cash
O01175,16/04/2024,C1455,Cash
O01176,29/02/2024,C0744,Card
O01177,03/02/2024,C0598,Card
O01178,19/09/2024,C0873,Card
O01179,20/11/2024,C1085,Card
O01180,23/07/2024,C0523,Mobile Banking
O01181,30/10/2024,C1211,Cash
O01182,08/01/2024,C0039,Card
O01183,02/04/2024,C1431,Cash
O01184,14/12/2024,C1076,Card
O01185,17/04/2024,C1045,Mobile Banking
O01186,03/04/2024,C0467,Card
O01187,27/12/2024,C0062,Card
O01188,05/07/2024,C1141,Mobile Banking
O01189,24/03/2024,C0207,Cash
O01190,14/09/2024,C0477,Card
O01191,27/02/2024,C0813,Mobile Banking
O01192,25/08/2024,C0725,Card
O01193,06/03/2024,C1039,Mobile Banking
O01194,05/08/2024,C1484,Card
O01195,06/09/2024,C1380,Mobile Banking
O01196,04/11/2024,C0443,Card
O01197,15/09/2024,C1482,Card
O01198,24/09/2024,C0426,Mobile Banking
O01199,04/04/2024,C0808,Cash
O01200,03/05/2024,C0172,Cash
O01201,05/06/2024,C1477,Card
O01202,15/04/2024,C0629,Card
O01203,07/01/2024,C1402,Card
O01204,01/02/2024,C1067,Mobile Banking
O01205,17/09/2024,C1357,Cash
O01206,08/02/2024,C1361,Cash
O01207,08/05/2024,C0489,Cash
O01208,10/06/2024,C1259,Card
O01209,15/07/2024,C0562,Cash
O01210,11/04/2024,C0364,Mobile Banking
O01211,23/03/2024,C1308,Cash
O01212,25/02/2024,C0153,Cash
O01213,02/08/2024,C0862,Card
O01214,19/02/2024,C0017,Card
O01215,20/03/2024,C0247,Mobile Banking
O01216,21/03/2024,C0363,Mobile Banking
O01217,03/12/2024,C0162,Mobile Banking
O01218,19/08/2024,C0868,Card
O01219,23/12/2024,C0184,Mobile Banking
O01220,09/01/2024,C0908,Card
O01221,28/10/2024,C0766,Cash
O01222,16/10/2024,C0992,Mobile Banking
O01223,09/01/2024,C0595,Card
O01224,19/10/2024,C1138,Mobile Banking
O01225,25/04/2024,C1255,Card
O01226,26/03/2024,C0338,Card
O01227,05/11/2024,C1107,Cash
O01228,12/11/2024,C0361,Card
O01229,21/09/2024,C0371,Card
O01230,03/03/2024,C0739,Card
O01231,28/04/2024,C0637,Mobile Banking
O01232,12/11/2024,C0656,Mobile Banking
O01233,25/07/2024,C0891,Cash
O01234,11/11/2024,C1003,Cash
O01235,12/05/2024,C1106,Card
O01236,13/07/2024,C0017,Mobile Banking
O01237,19/10/2024,C0603,Mobile Banking
O01238,09/11/2024,C0871,Mobile Banking
O01239,24/01/2024,C0997,Card
O01240,16/10/2024,C0242,Cash
O01241,05/07/2024,C0034,Cash
O01242,29/12/2024,C1242,Cash
O01243,03/05/2024,C1091,Card
O01244,28/06/2024,C0317,Card
O01245,08/07/2024,C0681,Mobile Banking
O01246,14/10/2024,C0398,Card
O01247,11/10/2024,C1315,Cash
O01248,13/04/2024,C0822,Cash
O01249,25/01/2024,C1132,Card
O01250,31/08/2024,C0190,Cash
O01251,17/09/2024,C1008,Cash
O01252,16/10/2024,C1329,Card
O01253,01/07/2024,C0087,Card
O01254,06/05/2024,C0633,Cash
O01255,10/02/2024,C0728,Cash
O01256,17/04/2024,C1490,Card
O01257,09/02/2024,C0526,Mobile Banking
O01258,04/09/2024,C0136,Card
O01259,27/08/2024,C0233,Card
O01260,20/11/2024,C0026,Mobile Banking
O01261,22/01/2024,C0446,Cash
O01262,03/03/2024,C1043,Card
O01263,28/09/2024,C0956,Card
O01264,13/03/2024,C0805,Mobile Banking
O01265,21/04/2024,C0648,Card
O01266,26/07/2024,C1473,Mobile Banking
O01267,15/05/2024,C0343,Cash
O01268,15/04/2024,C0334,Mobile Banking
O01269,12/02/2024,C1063,Mobile Banking
O01270,12/05/2024,C1377,Card
O01271,08/03/2024,C1122,Mobile Banking
O01272,28/07/2024,C0301,Mobile Banking
O01273,03/06/2024,C1061,Mobile Banking
O01274,21/11/2024,C0305,Card
O01275,17/04/2024,C0677,Mobile Banking
O01276,23/05/2024,C0636,Cash
O01277,15/07/2024,C0379,Card
O01278,05/08/2024,C1153,Cash
O01279,16/10/2024,C0832,Card
O01280,16/09/2024,C0623,Card
O01281,14/03/2024,C1197,Card
O01282,29/01/2024,C1166,Card
O01283,13/04/2024,C1485,Card
O01284,04/06/2024,C1348,Cash
O01285,20/06/2024,C1264,Card
O01286,30/09/2024,C1053,Card
O01287,29/03/2024,C0959,Cash
O01288,11/06/2024,C0923,Cash
O01289,14/09/2024,C0600,Cash
O01290,23/12/2024,C0119,Cash
O01291,19/09/2024,C0248,Mobile Banking
O01292,27/01/2024,C0818,Card
O01293,29/10/2024,C1070,Mobile Banking
O01294,16/08/2024,C0798,Card
O01295,03/08/2024,C1005,Mobile Banking
O01296,03/09/2024,C1210,Cash
O01297,30/10/2024,C0113,Card
O01298,25/06/2024,C1249,Cash
O01299,27/03/2024,C0510,Card
O01300,16/12/2024,C1174,Card
O01301,25/05/2024,C1498,Cash
O01302,03/12/2024,C0367,Cash
O01303,23/12/2024,C0018,Card
O01304,19/08/2024,C1429,Mobile Banking
O01305,06/02/2024,C1088,Cash
O01306,08/10/2024,C0555,Card
O01307,22/05/2024,C0068,Cash
O01308,22/12/2024,C0060,Mobile Banking
O01309,19/10/2024,C0633,Card
O01310,19/03/2024,C0748,Card
O01311,19/03/2024,C0122,Cash
O01312,10/09/2024,C1435,Cash
O01313,28/01/2024,C1112,Mobile Banking
O01314,15/05/2024,C1043,Cash
O01315,06/05/2024,C0644,Mobile Banking
O01316,02/11/2024,C0338,Card
O01317,06/12/2024,C0220,Card
O01318,17/11/2024,C0322,Card
O01319,02/11/2024,C1469,Mobile Banking
O01320,17/01/2024,C0534,Cash
O01321,07/11/2024,C0233,Card
O01322,10/07/2024,C0274,Mobile Banking
O01323,25/04/2024,C0677,Mobile Banking
O01324,10/11/2024,C0220,Mobile Banking
O01325,20/11/2024,C1254,Cash
O01326,26/11/2024,C0192,Card
O01327,24/09/2024,C0996,Card
O01328,16/04/2024,C0178,Card
O01329,10/05/2024,C0732,Card
O01330,14/06/2024,C0397,Cash
O01331,29/07/2024,C1175,Card
O01332,04/09/2024,C0983,Cash
O01333,01/01/2024,C0667,Cash
O01334,08/07/2024,C0153,Mobile Banking
O01335,15/01/2024,C1033,Mobile Banking
O01336,15/10/2024,C0745,Card
O01337,26/10/2024,C1452,Cash
O01338,20/12/2024,C0446,Card
O01339,20/11/2024,C1264,Card
O01340,14/08/2024,C0541,Mobile Banking
O01341,23/08/2024,C1353,Cash
O01342,26/11/2024,C1039,Card
O01343,11/05/2024,C0194,Mobile Banking
O01344,02/10/2024,C0165,Mobile Banking
O01345,07/10/2024,C0349,Cash
O01346,16/05/2024,C0483,Mobile Banking
O01347,08/03/2024,C0791,Mobile Banking
O01348,03/05/2024,C1117,Mobile Banking
O01349,27/10/2024,C0425,Cash
O01350,16/01/2024,C0734,Card
O01351,14/01/2024,C1360,Card
O01352,29/07/2024,C1206,Cash
O01353,11/01/2024,C0217,Card
O01354,14/10/2024,C1400,Mobile Banking
O01355,03/08/2024,C1346,Card
O01356,22/01/2024,C0861,Mobile Banking
O01357,17/02/2024,C1266,Card
O01358,21/11/2024,C0469,Card
O01359,20/04/2024,C0983,Mobile Banking
O01360,04/09/2024,C0701,Cash
O01361,02/07/2024,C1170,Card
O01362,17/03/2024,C1156,Card
O01363,07/02/2024,C1191,Mobile Banking
O01364,05/02/2024,C1239,Card
O01365,24/09/2024,C1246,Card
O01366,19/06/2024,C1470,Card
O01367,23/02/2024,C0764,Cash
O01368,31/05/2024,C1051,Card
O01369,28/01/2024,C0995,Mobile Banking
O01370,05/07/2024,C0484,Mobile Banking
O01371,14/06/2024,C0809,Card
O01372,09/10/2024,C1073,Mobile Banking
O01373,21/01/2024,C0115,Cash
O01374,14/08/2024,C1202,Cash
O01375,30/10/2024,C0123,Card
O01376,29/07/2024,C0819,Card
O01377,15/07/2024,C0889,Mobile Banking
O01378,28/11/2024,C0024,Cash
O01379,09/02/2024,C0688,Cash
O01380,29/01/2024,C0915,Cash
O01381,10/06/2024,C1070,Cash
O01382,26/09/2024,C1017,Cash
O01383,31/07/2024,C0540,Card
O01384,02/02/2024,C0561,Card
O01385,16/01/2024,C0404,Cash
O01386,17/01/2024,C0811,Card
O01387,03/04/2024,C0683,Card
O01388,05/05/2024,C1421,Card
O01389,14/11/2024,C0192,Card
O01390,12/07/2024,C0742,Mobile Banking
O01391,30/05/2024,C0876,Mobile Banking
O01392,04/12/2024,C0247,Card
O01393,23/05/2024,C0557,Mobile Banking
O01394,14/08/2024,C1281,Mobile Banking
